datetime,featured_article,link
2026-01-09 01:28:29 EST,"Political philosophy studies the theoretical and conceptual foundations of politics. It examines the nature, scope, and legitimacy of political institutions, such as states. It investigates different forms of government, ranging from democracy to authoritarianism, and the values guiding political action, like justice, equality, and liberty. Political philosophy focuses on desirable norms and values, in contrast to political science, which emphasizes empirical description. Political philosophy has its roots in antiquity, such as the theories of Plato and Aristotle (both pictured) in ancient Greek philosophy, with discussions on the nature of justice and ideal states. Confucianism, Taoism, and legalism emerged in ancient Chinese philosophy, while Hindu and Buddhist political thought developed in ancient India. The modern period marked a shift towards secularism as diverse schools of thought developed, such as social contract theory, liberalism, conservatism, utilitarianism, Marxism, and anarchism. (Full article...)",https://en.wikipedia.org/wiki/Political_philosophy
2026-01-10 01:25:43 EST,"The 2021 Masters (officially the 2021 Betfred Masters) was a professional non-ranking snooker tournament that took place from 10 to 17 January 2021 at the Marshall Arena in Milton Keynes, England. It was the 47th staging of the Masters, which was first held in 1975, and the second of three Triple Crown events in the 2020–21 season. The top sixteen players from the snooker world rankings were invited to compete in a knockout tournament, organised by the World Professional Billiards and Snooker Association. It was played behind closed doors because of COVID-19 restrictions in the United Kingdom. The defending champion, Stuart Bingham, had defeated Ali Carter 10–8 in the 2020 Masters final. Bingham lost 6–5 to Yan Bingtao (pictured) in the semi-finals. Yan (one of three debutants at the event, alongside Thepchaiya Un-Nooh and Gary Wilson) met John Higgins in the final. Yan completed a 10–8 victory to win his first Triple Crown tournament. (Full article...)",https://en.wikipedia.org/wiki/2021_Masters_(snooker)
2026-01-11 01:27:22 EST,"The northern gannet (Morus bassanus) is a seabird, the largest species of the gannet family, Sulidae. It is native to the coasts of the Atlantic Ocean, breeding in Western Europe and northeastern North America. It is the largest seabird in the northern Atlantic. The sexes are similar in appearance. Nesting takes place in colonies on both sides of the North Atlantic. Its breeding range has extended northward and eastward, with colonies being established on Russia's Kola Peninsula in 1995 and Bear Island (the southernmost island of Svalbard) in 2011. Colonies are mostly located on offshore islands with cliffs, from which birds can more easily launch into the air. The northern gannet undertakes seasonal migrations and catches fish (which are the mainstay of its diet) by making high-speed dives into the sea. It faces few other natural or man-made threats. Because the northern gannet is both a conspicuous and a common bird, it is referred to in several ancient myths and legends. (Full article...)",https://en.wikipedia.org/wiki/Northern_gannet
2026-01-12 01:31:55 EST,"Elizabeth Alkin (c. 1600 – c. 1655) was a publisher, nurse and spy for the Parliamentarian forces during the English Civil War (1642–1651). She was also commonly known as Parliamentary Joan, one of many derogatory names she was called by royalist sympathisers. Little is known about Alkin's early life. Her husband was arrested and hanged in 1643 by the royalists during the English Civil War for spying for the Parliamentarians; Alkin continued his work, spying in Oxford—the royalist wartime capital—even during the city's siege. By 1648 Alkin was involved in selling and then publishing Parliamentary newsbooks (example pictured)—the forerunners of newspapers. She used her role as a vendor to track down and report several publishers of royalist material. After the civil war, Alkin nursed casualties of the First Anglo-Dutch War, initially in Portsmouth, then Harwich and Ipswich. With her health failing she returned to London. It is presumed she died shortly afterwards, possibly over the 1655 Christmas period. (Full article...)",https://en.wikipedia.org/wiki/Elizabeth_Alkin
2026-01-13 01:28:39 EST,"""Shine"" is a song written and recorded by American singer Gwen Stefani (pictured) featuring Pharrell Williams, who also produced the song. Originally intended for Stefani's band No Doubt, it is a reggae pop and ska song that is featured in the 2014 live-action/animated film Paddington in the United States and Canada. The lyrics revolve around the lead character Paddington Bear's journey to London and his identity crisis. Stefani initially disagreed with Williams' choice to use direct references to Paddington in the lyrics, but praised this decision after watching the film with her children. She reported that her involvement with the recording was inspired by her then-husband Gavin Rossdale and her children's connection to England. Critical response to ""Shine"" was mixed; some praised Stefani and Williams's chemistry, while others compared it negatively to their previous collaborations. Commentators frequently likened it to Williams's 2013 single ""Happy"" and Stefani's 2014 song ""Spark the Fire"". (Full article...)",https://en.wikipedia.org/wiki/Shine_(Gwen_Stefani_song)
2026-01-14 01:29:12 EST,"The Snow Queen is a 2000 young-adult fantasy novel by the Canadian writer Eileen Kernaghan. It follows Gerda, a young Danish woman who sets out to rescue her childhood friend Kai from Madame Aurore, a magician known as the Snow Queen. She is joined on her journey by Ritva, a young Sámi woman born to a shamaness and a robber. The novel is based on Hans Christian Andersen's fairy tale ""The Snow Queen"" (1844), but incorporates elements of Scandinavian shamanism and influences from the Kalevala (1835), a compilation of Finnish mythology and epic poetry. It also explores feminist and matriarchal themes, reinterpreting several plot elements from Andersen's original with contemporary shifts against the background of the imaginative geography of Arctic landscapes. The Snow Queen was published by Thistledown Press and received positive reviews. It received the Aurora Award for Best Novel in 2001 and was considered for two other accolades. (Full article...)",https://en.wikipedia.org/wiki/The_Snow_Queen_(Kernaghan_novel)
2026-01-15 01:28:40 EST,"Louis Abramson (August 1, 1887 – January 15, 1985) was an American architect who practiced mostly in New York City, specializing in hospitals, nursing homes, and restaurants. He is best known for designing the Daughters of Jacob Geriatric Center (pictured). Early in his career, he designed several Jewish Centers, a new type of building which filled the religious, cultural, educational, and often fitness needs of the community in a single structure. Abramson had little formal schooling in architecture; he took courses at Cooper Union, the Mechanics Institute, and Columbia University but did not complete a degree. Most of his training was on-the-job in junior positions at well-known New York City architecture firms, after which he started his own firm. He employed a variety of styles, including Neo-Renaissance, Moorish Revival, Neo-Classical, Tudor, Art Deco, and Art Moderne. Several of his buildings are listed on the National Register of Historic Places. (Full article...)",https://en.wikipedia.org/wiki/Louis_Abramson
2026-01-16 01:28:58 EST,"Batman Returns is a 1992 American superhero film directed by Tim Burton and written by Daniel Waters. Based on the DC Comics character Batman, it is the sequel to Batman (1989) and the second installment in the Batman film series (1989–1997). Set during Christmas in Gotham City, the film follows Batman, played by Michael Keaton (pictured), as he confronts corrupt businessman Max Shreck (Christopher Walken) and deformed crime boss Oswald Cobblepot / the Penguin (Danny DeVito), whose bid for power threatens the city. Their schemes are further complicated by Shreck's former secretary Selina Kyle (Michelle Pfeiffer), who seeks revenge against him as Catwoman. Released in June 1992, Batman Returns broke several box-office records and grossed $266.8 million worldwide, becoming the sixth-highest-grossing film of 1992. Critical reception was polarized, though most reviewers praised the principal cast. Following the film's mixed reception, Burton was replaced as director for its sequel, Batman Forever (1995). (Full article...)",https://en.wikipedia.org/wiki/Batman_Returns
2026-01-17 01:25:50 EST,"Frank Hague (January 17, 1876 – January 1, 1956) was an American politician who served as the mayor of Jersey City, New Jersey, from 1917 to 1947. Hague ran a political machine that dominated politics in Hudson County and often in the entire state of New Jersey. Born into poverty in Jersey City, Hague first gained office at age 20 and rose through the political ranks. During his 30 years as mayor, Hague's influence reached the national level. His ability to gain huge majorities in Hudson County for the Democrats helped win the state in elections for governor and for president, and his machine dispensed jobs and aid in exchange for votes. He wielded his greatest power under Franklin D. Roosevelt, controlling funding for New Deal projects. Among these were the Jersey City Medical Center and Roosevelt Stadium. By the 1940s, Hague spent much time vacationing, and other ethnic groups challenged the Irish dominance in the city. He resigned in 1947 in favor of his nephew, Frank Hague Eggers. (Full article...)",https://en.wikipedia.org/wiki/Frank_Hague
2026-01-18 01:27:04 EST,"The 2017 Africa Cup of Nations final was an association football match to determine the winner of the 2017 Africa Cup of Nations, organised by the Confederation of African Football (CAF). It was held at the Stade de l'Amitié in Libreville, Gabon, and contested by Cameroon (team pictured) and Egypt. Egypt took a 1–0 lead through Mohamed Elneny after 22 minutes. Cameroon had more possession than Egypt in the first half, but their attack lacked potency and Egypt led at half time. The Egyptians made few attempts to attack in the second half, and Cameroon equalised after 59 minutes through Nicolas Nkoulou, who had come on as a substitute. Egypt were unable to adjust, and Cameroon continued to have the better chances, eventually scoring again two minutes before the end, through Vincent Aboubakar, to record a 2–1 win. The victory marked their fifth Africa Cup of Nations title. As winners, they represented CAF at the 2017 FIFA Confederations Cup in Russia, but they did not progress beyond the group phase. (Full article...)",https://en.wikipedia.org/wiki/2017_Africa_Cup_of_Nations_final
2026-01-19 01:33:22 EST,"King Edward III of England led a campaign in the Duchy of Brittany in 1342 and 1343. England, at war with France since 1337 in the Hundred Years' War, had sided with John of Montfort's faction in the Breton Civil War soon after it broke out in 1341. An English fleet broke the blockade of Brest on 18 August, and on 30 September a numerically inferior English army inflicted a heavy defeat on the French at the battle of Morlaix. After logistical difficulties, Edward abandoned his siege train and landed in Brittany on 26 October after a storm-wracked three-week passage. The English then advanced on the major Breton town of Vannes. The French garrison repelled an immediate assault and the English began a siege. English raiding parties devastated large parts of eastern Brittany, but attempts to reinforce or supply Edward from England failed. Philip VI of France moved his court to Brittany and entered into negotiations with Edward; they rapidly agreed the Truce of Malestroit, which is widely seen as favouring the English. (Full article...)",https://en.wikipedia.org/wiki/Edward_III%27s_Breton_campaign
2026-01-20 01:30:50 EST,"The volcano rabbit (Romerolagus diazi) is a small species of rabbit that lives in pine and alder forests on several volcanic slopes in Mexico. It is the sole member of the genus Romerolagus and considered the most primitive species among the rabbits and hares. One of the smallest rabbits in the world, it has an adult weight ranging from 390 to 600 g (14 to 21 oz) and a total body length of 23 to 31 cm (9.1 to 12.2 in). Dense, short, yellowish brown fur covers its body, helping it to blend in with volcanic soil. It has short, rounded ears, and its short tail becomes hidden in adulthood. The volcano rabbit has a highly restricted habitat, being found only on the slopes of four volcanoes to the southeast of Mexico City. Human activities, including urban and agricultural expansion, have caused its habitat to become more fragmented, and hunting, livestock grazing, and fires threaten rabbit populations even inside protected areas. (Full article...)",https://en.wikipedia.org/wiki/Volcano_rabbit
2026-01-21 01:31:04 EST,"The Greensburg tornado struck on May 4, 2007, in Kiowa County, Kansas, United States, heavily damaging the town of Greensburg. It tracked 28.8 miles (46.3 km) through the area, killing 12 people and injuring 63. The tornado was the first to be rated EF5 on the Enhanced Fujita scale. The tornado heavily damaged Greensburg; 662 structures in the town sustained some form of damage and 95 percent of the town was damaged or destroyed. It dissipated northwest of Greensburg after being on the ground for just over an hour. The tornado left monetary losses of $250 million (2007 USD) in its wake. Kiowa County was declared a federal disaster area in the immediate aftermath. Rebuilding efforts were intensive, and several major federal government agencies collaborated with state agencies to help restore the town with the goal of making it a ""green town"" using a long-term community recovery plan. (This article is part of a featured topic: Tornado outbreak of May 4–6, 2007.)",https://en.wikipedia.org/wiki/Greensburg_tornado
2026-01-22 01:29:25 EST,"The First Vision is the debut video album by Mariah Carey (pictured), released on January 22, 1991. It is a collection of music videos, live performances, and film footage detailing the development and promotion of Carey's first studio album Mariah Carey. It features music videos of ""Vision of Love"", ""Love Takes Time"", and ""Someday"", as well as snippets of future singles ""I Don't Wanna Cry"" and ""There's Got to Be a Way"". The collection presents Carey performing at Club Tatou and rehearsal footage for Saturday Night Live and It's Showtime at the Apollo. During an interview segment, Carey answers questions about her life and music. Critics considered the album insightful and praised the showcase of her live vocal abilities; others opined that it projected her in a sexual manner. The video peaked at numbers 2 and 24 respectively on US and UK music video charts. The Canadian Recording Industry Association certified it gold and the Recording Industry Association of America certified it platinum. (Full article...)",https://en.wikipedia.org/wiki/The_First_Vision
2026-01-23 01:29:27 EST,"A self-immolation incident took place in Tiananmen Square (pictured) in central Beijing on the eve of Chinese New Year on 23 January 2001. The official Chinese press agency, Xinhua News Agency, stated that five members of Falun Gong, a banned spiritual movement, had set themselves on fire to protest the unfair treatment of Falun Gong by the Chinese government. The Falun Dafa Information Center stated that the incident was a hoax staged by the Chinese government to turn public opinion against the group and to justify the torture and imprisonment of its practitioners. The incident received international news coverage, and video footage was broadcast later in the People's Republic of China by China Central Television. The campaign of state propaganda that followed the event eroded public sympathy for Falun Gong, and the government began sanctioning the ""systematic use of violence"" against the group. (Full article...)",https://en.wikipedia.org/wiki/2001_Tiananmen_Square_self-immolation_incident
2026-01-24 01:26:49 EST,"Musidora: The Bather 'At the Doubtful Breeze Alarmed', also known as The Bather, is a name given to four nearly identical oil paintings on canvas by English artist William Etty. The paintings illustrate a scene from James Thomson's 1727 poem Summer in which a young man accidentally sees a young woman bathing naked and is torn between his desire to look and his knowledge that he ought to look away. The scene was popular with English artists as it was one of the few legitimate pretexts to paint nudes at a time when the display and distribution of nude imagery was suppressed. Musidora was extremely well received when first exhibited and considered one of the finest works by an English artist. Etty died in 1849 and his work rapidly went out of fashion. At that time, the topic of Musidora itself became a cliche, and from the 1870s Thomson's writings faded into obscurity. Etty's Musidora is likely to have influenced The Knight Errant by John Everett Millais, but otherwise has had little effect. (Full article...)",https://en.wikipedia.org/wiki/Musidora:_The_Bather_%27At_the_Doubtful_Breeze_Alarmed%27
2026-01-25 01:27:00 EST,"CSS General Earl Van Dorn was a cottonclad warship used by the Confederate States of America during the American Civil War. Purchased for Confederate service in New Orleans in early 1862 to serve with the River Defense Fleet, she was converted into a cottonclad warship by installing an iron-covered framework of timbers on her bow that served as a ram, and protecting her machinery with timber bulkheads packed with cotton. A sidewheel steamer, she was 182 feet (55 m) long and was armed with a single 32-pounder cannon on the bow. Initially assigned to defend the Mississippi River, she arrived at Memphis, Tennessee, in April 1862. On May 10, she fought with the River Defense Fleet against the Union navy in the Battle of Plum Point Bend (pictured), where she rammed and sank USS Mound City. After withdrawing up the Yazoo River to Liverpool Landing, Mississippi, General Earl Van Dorn, along with two other warships, was burnt to prevent her capture by approaching Union vessels. (Full article...)",https://en.wikipedia.org/wiki/CSS_General_Earl_Van_Dorn
2026-01-26 01:32:07 EST,"Louis Leblanc (born January 26, 1991) is a former professional ice hockey player. A centre, Leblanc played minor hockey in the Montreal region before playing one season with the Omaha Lancers and becoming Rookie of the Year. At the 2009 NHL entry draft, he was selected 18th overall by the Montreal Canadiens. He then spent one season with Harvard Crimson, being named Ivy League rookie of the year, before signing a contract with the Canadiens in 2010. Later that year, Leblanc joined the Montreal Juniors. He spent three seasons with the Canadiens, mainly playing for their American Hockey League affiliate, before being traded in 2014 to the Anaheim Ducks, who kept him in the AHL. In 2015, Leblanc moved to Europe, joining HC Slovan Bratislava, playing seven games before being released. He appeared in four games for Lausanne HC, then retired from hockey. Internationally, Leblanc played in the 2008 Ivan Hlinka Memorial Tournament and the 2011 World Junior Ice Hockey Championships. (Full article...)",https://en.wikipedia.org/wiki/Louis_Leblanc
2026-01-27 01:29:51 EST,"Thousands of Jews lived in the towns of Dęblin and Irena in central Poland before World War II. In September 1939, the towns were captured in the German invasion of Poland and the persecution of Jews began with drafts into forced labor and the start of a Judenrat. An open ghetto was made in Irena and its inhabitants worked on labor projects for Dęblin Fortress, the railway, and the Luftwaffe. Beginning in May 1941, Jews were sent to labor camps around Dęblin from the Opole and Warsaw ghettos. Conditions in the ghetto worsened due to epidemics of typhus and dysentery. The first deportation was on 6 May 1942 and took around 2,500 Jews to the Sobibór extermination camp. A week later, two thousand Jews arrived from Slovakia and hundreds more from nearby ghettos. In October, the Irena ghetto was liquidated; about 2,500 Jews were deported to the Treblinka extermination camp while some 1,400 Jews were retained as inmates of forced-labor camps. On 27 July 1944, the camp was liberated by the Red Army. (Full article...)",https://en.wikipedia.org/wiki/History_of_the_Jews_in_D%C4%99blin_and_Irena_during_World_War_II
2026-01-28 01:31:11 EST,"The Ladies' Journal was the longest-lasting and widest-circulating Chinese women's magazine during the Republican period. Published from 1915 to 1931 by the Commercial Press, it initially focused on domestic issues and short stories of the Mandarin Ducks and Butterflies school of romantic fiction. Following criticism over the journal's stances, Shen Yanbing (Mao Dun) was hired as editor in 1920. Shen left later that year, and Zhang Xichen replaced him as editor. While lacking prior interest in women's issues, he became a dedicated liberal feminist and recruited like-minded writers such as his assistant Zhou Jianren. A controversial 1925 special issue on the ""new sexual morality"" alongside political disagreements with the Commercial Press led to their removal as editors. The journal returned to a domestic focus. Already struggling due to decreased advertiser investment, the journal was cancelled after its headquarters were destroyed in a month-long battle between Chinese and Japanese forces. (Full article...)",https://en.wikipedia.org/wiki/The_Ladies%27_Journal
2026-01-29 01:41:20 EST,"Opifex fuscus is a species of mosquito that is endemic to New Zealand. They occur along the coast, where their larvae live in rock pools within the spray zone. To survive in this habitat, the larvae are able to tolerate a wide range of water salt concentrations. The larvae feed on algae and decomposing matter. They also have mouthparts that specialise towards either filter feeding or grazing, depending on what food sources are available to them. As adults the females feed on the blood of birds and humans. They have an unusual mating system where the males wait on the surface of the rock pools and mate with female pupae before they have matured into adults. They are widespread throughout the rocky coasts of New Zealand but have been displaced from the Otago region by the introduced species Aedes australis. The larvae are also known to be infected by the fungus Coelomomyces psorophorae, which uses copepods as intermediate hosts. (Full article...)",https://en.wikipedia.org/wiki/Opifex_fuscus
2026-01-30 01:42:57 EST,"""Life on Mars?"" is a song by the English musician David Bowie (pictured), first released on his 1971 album Hunky Dory. Conceived as a parody of Frank Sinatra's ""My Way"", ""Life on Mars?"" was recorded in August 1971 at Trident Studios in London, and was co-produced by Bowie and Ken Scott. The track features piano by the keyboardist Rick Wakeman and a string arrangement by the guitarist Mick Ronson. ""Life on Mars?"" is primarily a glam rock ballad, with elements of cabaret and art rock. The lyrics are about a girl who goes to a cinema to escape reality, and include surreal images that reflect optimism and the effects of Hollywood. In June 1973, at the height of Bowie's fame as Ziggy Stardust, RCA Records issued ""Life on Mars?"" as a single in the United Kingdom, where it peaked at number three. Bowie frequently performed ""Life on Mars?"" during his concerts, and the track has appeared on numerous compilation albums. Commentators generally consider ""Life on Mars?"" to be one of Bowie's finest songs. (Full article...)",https://en.wikipedia.org/wiki/Life_on_Mars%3F
2026-01-31 01:34:17 EST,"The Ford Foundation Center for Social Justice is a 12-story office building in East Midtown Manhattan in New York City, United States. Completed in 1967, it was designed in the late modernist style by architect Kevin Roche and engineering partner John Dinkeloo of Roche-Dinkeloo. The building was commissioned as the headquarters of the Ford Foundation, the largest private foundation in the United States at the time. It is a glass-and-steel cube held up by piers made of concrete and clad with Dakota granite. Dan Kiley was the landscape architect for the large public atrium inside, the first such space in an office building in Manhattan. The building has received critical acclaim for its design following both completion and renovation, and the New York City Landmarks Preservation Commission has designated the building and its atrium as city landmarks. (Full article...)",https://en.wikipedia.org/wiki/Ford_Foundation_Center_for_Social_Justice
2026-02-01 01:43:58 EST,"The siege of Utica took place from 204 to 201 BC when a Roman army under Publius Cornelius Scipio (bust pictured) attempted to seize the port city to use as a secure base from which to defeat the Carthaginian Empire in its North African homeland. This was part of the Second Punic War, fought between Carthage and Rome for 17 years from 218 BC. In 205 BC Scipio, the Romans' most successful general, was assigned to Sicily with the intention of invading North Africa. Scipio's army landed there in 204 BC, pillaged a large area and laid siege to Utica. Scipio expected the city to surrender readily, but despite being attacked fiercely from land and sea it held out. Meanwhile the Romans won the battle of Utica outside the city followed by victory in three further major pitched battles. After the last of these the Carthaginians sued for peace and accepted the harsh terms imposed by the Romans in 201 BC. (This article is part of a featured topic: Roman invasion of Africa (204–201 BC).)",https://en.wikipedia.org/wiki/Siege_of_Utica
2026-02-02 01:59:01 EST,"Mount Edziza is a volcanic mountain in Cassiar Land District in northwestern British Columbia, Canada. It is located on the Big Raven Plateau of the Tahltan Highland, which extends along the western side of the Stikine Plateau. Mount Edziza has an elevation of 2,786 metres (9,140 feet), making it the highest point of the Mount Edziza volcanic complex and one of the highest volcanoes in Canada. However, it had an elevation of at least 3,396 m (11,142 ft) before its formerly cone-shaped summit was likely destroyed by a violent eruption in the geologic past; its current flat summit contains an ice-filled crater (pictured) 2 kilometres (1.2 miles) in diameter. Mount Edziza contains several lava domes, cinder cones and lava fields on its flanks, as well as an ice cap containing several outlet glaciers that extend to lower elevations. All sides of the mountain are drained by tributaries of Mess Creek and Kakiddi Creek, which are situated within the Stikine River watershed. (Full article...)",https://en.wikipedia.org/wiki/Mount_Edziza
2026-02-03 01:44:59 EST,"Friedrich Wilhelm von Seydlitz (3 February 1721 – 8 November 1773) was a Prussian officer, lieutenant general, and among the greatest of the Prussian cavalry generals. He commanded one of the first hussar squadrons of Frederick the Great's army and is credited with the development of the Prussian cavalry to its efficient level of performance in the Seven Years' War. His cavalryman father retired and then died while Seydlitz was still young. Subsequently, he was mentored by Frederick William, Margrave of Brandenburg-Schwedt. Seydlitz's superb horsemanship and his recklessness combined to make him a stand-out subaltern, and he emerged as a redoubtable Rittmeister (cavalry captain) in the War of the Austrian Succession (1740–1748) during the First and Second Silesian Wars. Seydlitz became legendary throughout the Prussian Army both for his leadership and for his reckless courage. During the Seven Years' War, he gained renown for his ability to assess an entire battlefield quickly. (Full article...)",https://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Seydlitz
2026-02-04 01:44:55 EST,"Rosa Parks (February 4, 1913 – October 24, 2005) was an American civil rights movement activist best known for her refusal to move from her seat on a bus in Montgomery, Alabama, in defiance of Jim Crow racial-segregation laws. When Parks was arrested in 1955, local leaders were searching for a person who would be a good legal test case against segregation. She was deemed a suitable candidate, and the Women's Political Council (WPC) organized a one-day bus boycott on the day of her trial. After Parks was found guilty of violating state law, the boycott was extended indefinitely, lasting for 381 days and finally concluding after segregation on buses was deemed unconstitutional in the court case Browder v. Gayle. Parks received many awards and honors, both throughout her life and posthumously. She received the Presidential Medal of Freedom, a Congressional Gold Medal, and was also the first Black American to be memorialized in the National Statuary Hall. (Full article...)",https://en.wikipedia.org/wiki/Rosa_Parks
2026-02-05 01:54:05 EST,"The saxaul sparrow (Passer ammodendri) is a passerine bird of the sparrow family Passeridae, found in parts of Central Asia. At 14–16 cm (5.5–6.3 in) and 25–32 g (0.88–1.13 oz), it is among the larger sparrows. Both sexes have plumage ranging from dull grey to sandy brown, and pale brown legs. The female has a less boldly coloured plumage and bill, lacking the pattern of black stripes on the male's head. The head markings of both sexes make the saxaul sparrow distinctive, and unlikely to be confused with any other bird. Vocalisations include a comparatively soft and musical chirping call, a song, and a flight call. Its distribution falls into six probably disjunct areas across Central Asia, from central Turkmenistan to northern Gansu in China. A bird of deserts, the saxaul sparrow favours areas with shrubs such as the saxaul, near rivers and oases. Although it has lost parts of its range to habitat destruction caused by agriculture, it is not seriously threatened by human activities. (Full article...)",https://en.wikipedia.org/wiki/Saxaul_sparrow
2026-02-06 01:48:31 EST,"Tara Lipinski (born 1982) is an American former competitive figure skater, actress, sports commentator, and documentary film producer. A former competitor in women's singles, she was the 1998 Olympic champion, the 1997 world champion, a two-time Champions Series Final champion (1997–1998), and the 1997 U.S. national champion. Until 2019, she was the youngest single skater to win a U.S. Nationals and the youngest to become an Olympic and world champion. She was the first woman to complete a triple loop–triple loop combination, her signature jump element, in competition. Starting in 1997, Lipinski had a rivalry with fellow skater Michelle Kwan, which was played up by the American press, and culminated when Lipinski won the gold medal at the 1998 Olympics in Nagano. She retired from competitive figure skating in 1998. Lipinski became one of NBC's primary figure skating commentators in 2014, alongside sports commentator Terry Gannon and fellow figure skater and good friend Johnny Weir. (Full article...)",https://en.wikipedia.org/wiki/Tara_Lipinski
2026-02-07 01:37:21 EST,"Aesthetics is the branch of philosophy that studies beauty, taste, art, and related phenomena. It examines aesthetic properties or features that influence the appeal of objects, like elegance and ugliness. Philosophers debate whether these properties exist objectively or depend on subjective experience. Taste is a sensitivity to aesthetic qualities, and differences in taste can lead to disagreements about aesthetic judgments. Artworks are artifacts or performances such as painting, music, dance, architecture, and literature. Art interpretation and criticism seek to identify the meanings of artworks. Discussions focus on elements such as what an artwork represents, which emotions it expresses, and what the author's underlying intent was. Aesthetics is relevant to fields such as ethics, religion, psychology, and everyday life. Its roots lie in antiquity, but it only emerged as a distinct field of inquiry in the 18th century when philosophers like Alexander Baumgarten and Immanuel Kant (pictured) engaged with the subject systematically. (Full article...)",https://en.wikipedia.org/wiki/Aesthetics
2026-02-08 01:43:57 EST,"Master Juba (c. 1825 – 1852 or 1853) was an African-American dancer. He was one of the first black performers in the United States to play onstage for white audiences and the only one of the era to tour with a white minstrel group. He began his career in Manhattan's Five Points neighborhood and moved to minstrel shows in the mid-1840s. His act featured a sequence in which he imitated famous dancers, then closed by performing in his style. In 1848, he became a sensation in Britain for his dance style, but writers treated him as an exhibit on display. Juba's popularity faded and he died in 1852 or 1853, likely from overwork and malnutrition. He was largely forgotten by historians until a 1947 article by Marian Hannah Winter popularized his story. Juba's dancing style was percussive, varied in tempo and expressive. It likely incorporated European folk steps and African-derived steps used by plantation slaves. Juba was highly influential in the development of tap, jazz, and step-dancing styles. (Full article...)",https://en.wikipedia.org/wiki/Master_Juba
2026-02-09 02:00:18 EST,"The Mud March, or United Procession of Women, was a peaceful demonstration in London on 9 February 1907 organised by the National Union of Women's Suffrage Societies (NUWSS), in which more than three thousand women marched from Hyde Park Corner to the Strand in support of women's suffrage. Women from all classes participated in the largest public demonstration supporting women's suffrage seen to that date. It acquired the name ""Mud March"" from the day's weather; incessant heavy rain left the marchers drenched and mud-spattered. The NUWSS and other groups organised the march to coincide with the opening of Parliament. The event attracted much public interest and broadly sympathetic press coverage, but when a women's suffrage bill was presented the following month it was ""talked out"" without a vote. The march had a large impact on public awareness and on the movement's tactics. Large peaceful public demonstrations, never previously attempted, became standard features of the suffrage campaign. (Full article...)",https://en.wikipedia.org/wiki/Mud_March_(suffragists)
2026-02-10 01:59:31 EST,"The St Scholastica Day riot took place in Oxford, England, on 10 February 1355. The disturbance began when two students from the University of Oxford complained about the quality of wine served to them in a tavern; the argument quickly escalated to a fight and the resulting mêlée turned into a riot. The violence continued over three days, with armed gangs entering the town from the countryside to assist the townspeople. University halls and students' accommodation were raided and the inhabitants murdered. Around 20 townsfolk were killed, as were up to 63 members of the university. King Edward III sent judges to the town to determine culpability. He came down on the side of the university, who were given additional powers to the disadvantage of the town's authorities. In an act of conciliation in 1955—the riot's 600th anniversary—the mayor of Oxford was given an honorary degree, while the university's vice-chancellor was made an honorary freeman of the city. (Full article...)",https://en.wikipedia.org/wiki/St_Scholastica_Day_riot
2026-02-11 01:57:03 EST,"Adolfo Farsari (11 February 1841 – 7 February 1898) was an Italian photographer based in Yokohama, Japan. Following a brief military career, including service in the American Civil War, he became a successful entrepreneur and commercial photographer. His photographic work was highly regarded, particularly his hand-coloured portraits and landscapes, which he sold mostly to foreign residents and visitors to the country. Farsari's images were widely distributed, presented or mentioned in books and periodicals, and sometimes recreated by artists in other media; they shaped foreign perceptions of the people and places of Japan and to some degree affected how Japanese saw themselves and their country. His studio – the last notable foreign-owned studio in Japan – was one of the country's largest and most prolific commercial photographic firms. Largely due to Farsari's exacting technical standards and entrepreneurial abilities, it had a significant influence on the development of photography in Japan. (Full article...)",https://en.wikipedia.org/wiki/Adolfo_Farsari
2026-02-12 01:58:08 EST,"Black American Sign Language (BASL) is a dialect of American Sign Language (ASL) used most commonly by deaf Black Americans in the United States. The divergence from ASL was influenced by the segregation of schools in the American South based on race, creating a language community among Black deaf signers at black schools. As of the mid-2010s, BASL is used by signers in the South despite public schools having been desegregated since 1954. BASL differs from other varieties of ASL in its phonology, syntax, and vocabulary. BASL tends to have a larger signing space, and some signs are produced further away from the body than in other dialects. Signers of BASL also tend to prefer two-handed variants of signs, and some signs differ from other dialects because they borrow from African-American English. Younger signers are more likely to have a positive perception of the dialect, as they are less likely to be influenced by perceptions that segregated schools imprinted upon the dialects. (Full article...)",https://en.wikipedia.org/wiki/Black_American_Sign_Language
2026-02-13 01:55:42 EST,NA,https://en.wikipedia.org/wiki/Saxe%E2%80%93Goldstein_hypothesis
2026-02-14 01:39:14 EST,"Captain James Cook (7 November 1728 – 14 February 1779) was a British Royal Navy officer, explorer, and cartographer who led three voyages of exploration to the Pacific and Southern Oceans between 1768 and 1779. During these voyages, he sailed tens of thousands of miles across largely uncharted areas, mapping coastlines, islands, and features across the globe. He completed the first known circumnavigation of the main islands of New Zealand, and led the first recorded visit by Europeans to the east coast of Australia and the Hawaiian Islands. Renowned for exceptional seamanship and courage in times of danger, he was also a pioneer in the prevention of scurvy. In his three Pacific voyages, Cook encountered numerous indigenous peoples, many with little or no previous contact with Europeans, leading to violent encounters in which indigenous peoples and Cook's crew members were killed. Cook was killed in Hawaii in 1779, when a dispute with Native Hawaiians turned violent. (Full article...)",https://en.wikipedia.org/wiki/James_Cook
